"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/18/2020","AQS","060550004","3","6.4","ug/m3 LC","27","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"01/19/2020","AQS","060550004","3","9.5","ug/m3 LC","40","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"01/20/2020","AQS","060550004","3","14.1","ug/m3 LC","55","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"01/21/2020","AQS","060550004","3","7.3","ug/m3 LC","30","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"01/22/2020","AQS","060550004","3","5.9","ug/m3 LC","25","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"01/23/2020","AQS","060550004","3","6.8","ug/m3 LC","28","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"01/24/2020","AQS","060550004","3","7.5","ug/m3 LC","31","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"01/25/2020","AQS","060550004","3","11.5","ug/m3 LC","48","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"01/26/2020","AQS","060550004","3","4.7","ug/m3 LC","20","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"01/27/2020","AQS","060550004","3","7","ug/m3 LC","29","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"01/28/2020","AQS","060550004","3","6.9","ug/m3 LC","29","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"01/29/2020","AQS","060550004","3","6.7","ug/m3 LC","28","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"01/30/2020","AQS","060550004","3","6.7","ug/m3 LC","28","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"01/31/2020","AQS","060550004","3","8.9","ug/m3 LC","37","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/01/2020","AQS","060550004","3","12.6","ug/m3 LC","52","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/02/2020","AQS","060550004","3","8.6","ug/m3 LC","36","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/03/2020","AQS","060550004","3","4.3","ug/m3 LC","18","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/04/2020","AQS","060550004","3","4.3","ug/m3 LC","18","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/05/2020","AQS","060550004","3","7.7","ug/m3 LC","32","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/06/2020","AQS","060550004","3","12.8","ug/m3 LC","52","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/07/2020","AQS","060550004","3","13.4","ug/m3 LC","54","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/08/2020","AQS","060550004","3","8.5","ug/m3 LC","35","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/09/2020","AQS","060550004","3","3.2","ug/m3 LC","13","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/10/2020","AQS","060550004","3","2.6","ug/m3 LC","11","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/11/2020","AQS","060550004","3","2.4","ug/m3 LC","10","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/12/2020","AQS","060550004","3","7.6","ug/m3 LC","32","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/13/2020","AQS","060550004","3","6.5","ug/m3 LC","27","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/14/2020","AQS","060550004","3","11.1","ug/m3 LC","46","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/15/2020","AQS","060550004","3","11.1","ug/m3 LC","46","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/16/2020","AQS","060550004","3","6.6","ug/m3 LC","28","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/17/2020","AQS","060550004","3","5.6","ug/m3 LC","23","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/18/2020","AQS","060550004","3","6.7","ug/m3 LC","28","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/19/2020","AQS","060550004","3","8.4","ug/m3 LC","35","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/20/2020","AQS","060550004","3","10.7","ug/m3 LC","45","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/21/2020","AQS","060550004","3","10.6","ug/m3 LC","44","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/22/2020","AQS","060550004","3","9.2","ug/m3 LC","38","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/23/2020","AQS","060550004","3","7.8","ug/m3 LC","33","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/24/2020","AQS","060550004","3","5.6","ug/m3 LC","23","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/25/2020","AQS","060550004","3","6.2","ug/m3 LC","26","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/26/2020","AQS","060550004","3","8.7","ug/m3 LC","36","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/27/2020","AQS","060550004","3","9.4","ug/m3 LC","39","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/28/2020","AQS","060550004","3","10.6","ug/m3 LC","44","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"02/29/2020","AQS","060550004","3","7.1","ug/m3 LC","30","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/01/2020","AirNow","060550004","3","5","ug/m3 LC","21","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/02/2020","AirNow","060550004","3","3.6","ug/m3 LC","15","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/03/2020","AirNow","060550004","3","5.8","ug/m3 LC","24","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/04/2020","AirNow","060550004","3","7.8","ug/m3 LC","33","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/05/2020","AirNow","060550004","3","8.5","ug/m3 LC","35","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/06/2020","AirNow","060550004","3","3.2","ug/m3 LC","13","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/07/2020","AirNow","060550004","3","3.5","ug/m3 LC","15","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/08/2020","AirNow","060550004","3","4.6","ug/m3 LC","19","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/09/2020","AirNow","060550004","3","4.5","ug/m3 LC","19","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/10/2020","AirNow","060550004","3","5.7","ug/m3 LC","24","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/11/2020","AirNow","060550004","3","4.8","ug/m3 LC","20","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/12/2020","AirNow","060550004","3","7","ug/m3 LC","29","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/13/2020","AirNow","060550004","3","11.7","ug/m3 LC","49","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/14/2020","AirNow","060550004","3","3.7","ug/m3 LC","15","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/15/2020","AirNow","060550004","3","3.8","ug/m3 LC","16","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/16/2020","AirNow","060550004","3","3.1","ug/m3 LC","13","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/17/2020","AirNow","060550004","3","5.4","ug/m3 LC","23","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/18/2020","AirNow","060550004","3","3.8","ug/m3 LC","16","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/19/2020","AirNow","060550004","3","4.2","ug/m3 LC","18","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/20/2020","AirNow","060550004","3","3.7","ug/m3 LC","15","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/21/2020","AirNow","060550004","3","2.5","ug/m3 LC","10","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/22/2020","AirNow","060550004","3","2.1","ug/m3 LC","9","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/23/2020","AirNow","060550004","3","1","ug/m3 LC","4","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/24/2020","AirNow","060550004","3","2.3","ug/m3 LC","10","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/25/2020","AirNow","060550004","3","3.7","ug/m3 LC","15","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/26/2020","AirNow","060550004","3","1.5","ug/m3 LC","6","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/27/2020","AirNow","060550004","3","7.6","ug/m3 LC","32","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/28/2020","AirNow","060550004","3","8.2","ug/m3 LC","34","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"03/31/2020","AirNow","060550004","3","1.6","ug/m3 LC","7","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/01/2020","AQS","060550004","3","3.1","ug/m3 LC","13","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/02/2020","AQS","060550004","3","3","ug/m3 LC","13","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/03/2020","AQS","060550004","3","3.2","ug/m3 LC","13","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/04/2020","AQS","060550004","3","2.9","ug/m3 LC","12","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/05/2020","AQS","060550004","3","1.4","ug/m3 LC","6","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/06/2020","AQS","060550004","3","4","ug/m3 LC","17","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/07/2020","AQS","060550004","3","2.9","ug/m3 LC","12","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/08/2020","AQS","060550004","3","6.5","ug/m3 LC","27","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/09/2020","AQS","060550004","3","3.2","ug/m3 LC","13","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/10/2020","AQS","060550004","3","4.4","ug/m3 LC","18","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/11/2020","AQS","060550004","3","4","ug/m3 LC","17","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/12/2020","AQS","060550004","3","6.3","ug/m3 LC","26","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/13/2020","AQS","060550004","3","9.5","ug/m3 LC","40","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/14/2020","AQS","060550004","3","4.9","ug/m3 LC","20","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/15/2020","AQS","060550004","3","6.8","ug/m3 LC","28","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/16/2020","AQS","060550004","3","5.7","ug/m3 LC","24","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/17/2020","AQS","060550004","3","6.1","ug/m3 LC","25","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/18/2020","AQS","060550004","3","5.3","ug/m3 LC","22","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/19/2020","AQS","060550004","3","5","ug/m3 LC","21","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/20/2020","AQS","060550004","3","4.8","ug/m3 LC","20","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/21/2020","AQS","060550004","3","5.6","ug/m3 LC","23","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/22/2020","AQS","060550004","3","4.3","ug/m3 LC","18","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/23/2020","AQS","060550004","3","3.8","ug/m3 LC","16","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/24/2020","AQS","060550004","3","4","ug/m3 LC","17","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/25/2020","AQS","060550004","3","4.6","ug/m3 LC","19","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/26/2020","AQS","060550004","3","3.6","ug/m3 LC","15","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/27/2020","AQS","060550004","3","4.2","ug/m3 LC","18","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/28/2020","AQS","060550004","3","3.4","ug/m3 LC","14","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/29/2020","AQS","060550004","3","3.2","ug/m3 LC","13","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"04/30/2020","AQS","060550004","3","3.9","ug/m3 LC","16","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/01/2020","AQS","060550004","3","4.2","ug/m3 LC","18","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/02/2020","AQS","060550004","3","3.4","ug/m3 LC","14","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/03/2020","AQS","060550004","3","3.2","ug/m3 LC","13","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/04/2020","AQS","060550004","3","4.1","ug/m3 LC","17","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/05/2020","AQS","060550004","3","4.2","ug/m3 LC","18","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/06/2020","AQS","060550004","3","4","ug/m3 LC","17","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/07/2020","AQS","060550004","3","5.6","ug/m3 LC","23","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/08/2020","AQS","060550004","3","7.7","ug/m3 LC","32","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/09/2020","AQS","060550004","3","6.8","ug/m3 LC","28","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/10/2020","AQS","060550004","3","5.9","ug/m3 LC","25","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/11/2020","AQS","060550004","3","3.6","ug/m3 LC","15","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/12/2020","AQS","060550004","3","3.6","ug/m3 LC","15","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/13/2020","AQS","060550004","3","3.3","ug/m3 LC","14","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/14/2020","AQS","060550004","3","3.3","ug/m3 LC","14","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/15/2020","AQS","060550004","3","3.1","ug/m3 LC","13","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/16/2020","AQS","060550004","3","2","ug/m3 LC","8","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
"05/17/2020","AQS","060550004","3","2.5","ug/m3 LC","10","Napa Valley College","1","100.0000","88101","PM2.5 - Local Conditions","34900","Napa, CA","06","California","055","Napa","38.2788490009178","-122.275024"
